time, contact_status_left, contact_status_right, pc-x_left, pc-y_left, pc-z_left, pc-x_right, pc-y_right, pc-z_right, x-COM, y-COM, z-COM, h_x, h_y, h_z
0,1,1,0,0.03,0,0,-0.03,0,-2.4701e-27,0,0.15,0,0,0
0.01,1,1,0,0.03,0,0,-0.03,0,9.7339e-10,-5.5005e-05,0.15005,4.8384e-08,-0.0027342,0.0024772
0.02,1,1,0,0.03,0,0,-0.03,0,1.9468e-09,-0.00011001,0.1501,9.6769e-08,-0.0054683,0.0049544
0.03,1,1,0,0.03,0,0,-0.03,0,2.9202e-09,-0.00016502,0.15015,1.4515e-07,-0.0082025,0.0074316
0.04,1,1,0,0.03,0,0,-0.03,0,3.8936e-09,-0.00022002,0.1502,1.9354e-07,-0.010937,0.0099087
0.05,1,1,0,0.03,0,0,-0.03,0,4.8669e-09,-0.00027503,0.15025,2.4192e-07,-0.013671,0.012386
0.06,1,1,0,0.03,0,0,-0.03,0,5.8403e-09,-0.00033003,0.1503,2.9031e-07,-0.016405,0.014863
0.07,1,1,0,0.03,0,0,-0.03,0,8.3218e-09,-0.00045352,0.15042,3.3238e-07,-0.01795,0.016847
0.08,1,1,0,0.03,0,0,-0.03,0,1.109e-08,-0.00059,0.15056,3.7325e-07,-0.01927,0.018738
0.09,1,1,0,0.03,0,0,-0.03,0,1.3857e-08,-0.00072649,0.1507,4.1413e-07,-0.02059,0.020628
0.1,1,1,0,0.03,0,0,-0.03,0,1.6625e-08,-0.00086297,0.15084,4.55e-07,-0.02191,0.022519
0.11,1,1,0,0.03,0,0,-0.03,0,1.9393e-08,-0.00099946,0.15097,4.9587e-07,-0.023229,0.024409
0.12,1,1,0,0.03,0,0,-0.03,0,2.2161e-08,-0.0011359,0.15111,5.3675e-07,-0.024549,0.0263
0.13,1,1,0,0.03,0,0,-0.03,0,2.6185e-08,-0.001299,0.15129,5.8442e-07,-0.025392,0.027727
0.14,1,1,0,0.03,0,0,-0.03,0,3.0798e-08,-0.0014745,0.15149,6.3527e-07,-0.026011,0.028937
0.15,1,1,0,0.03,0,0,-0.03,0,3.5411e-08,-0.00165,0.15169,6.8612e-07,-0.026631,0.030147
0.16,1,1,0,0.03,0,0,-0.03,0,4.0024e-08,-0.0018255,0.15189,7.3697e-07,-0.02725,0.031357
0.17,1,1,0,0.03,0,0,-0.03,0,4.4637e-08,-0.002001,0.15209,7.8783e-07,-0.027869,0.032567
0.18,1,1,0,0.03,0,0,-0.03,0,4.925e-08,-0.0021765,0.15229,8.3868e-07,-0.028488,0.033777
0.19,1,1,0,0.03,0,0,-0.03,0,5.5209e-08,-0.0023616,0.15251,9.0334e-07,-0.028938,0.034669
0.2,1,1,0,0.03,0,0,-0.03,0,6.2402e-08,-0.0025555,0.15275,9.8069e-07,-0.029233,0.03527
0.21,1,1,0,0.03,0,0,-0.03,0,6.9595e-08,-0.0027494,0.15298,1.058e-06,-0.029527,0.03587
0.22,1,1,0,0.03,0,0,-0.03,0,7.6788e-08,-0.0029433,0.15322,1.1354e-06,-0.029821,0.036471
0.23,1,1,0,0.03,0,0,-0.03,0,8.3982e-08,-0.0031372,0.15346,1.2127e-06,-0.030116,0.037071
0.24,1,1,0,0.03,0,0,-0.03,0,9.1175e-08,-0.0033312,0.15369,1.2901e-06,-0.03041,0.037671
0.25,1,1,0,0.03,0,0,-0.03,0,9.9837e-08,-0.0035283,0.15393,1.3844e-06,-0.030653,0.038092
0.26,1,1,0,0.03,0,0,-0.03,0,1.1109e-07,-0.0037313,0.15418,1.5086e-06,-0.030805,0.038196
0.27,1,1,0,0.03,0,0,-0.03,0,1.2234e-07,-0.0039343,0.15444,1.6328e-06,-0.030958,0.038299
0.28,1,1,0,0.03,0,0,-0.03,0,1.3359e-07,-0.0041372,0.15469,1.7571e-06,-0.03111,0.038403
0.29,1,1,0,0.03,0,0,-0.03,0,1.4484e-07,-0.0043402,0.15494,1.8813e-06,-0.031263,0.038507
0.3,1,1,0,0.03,0,0,-0.03,0,1.5609e-07,-0.0045431,0.15519,2.0055e-06,-0.031415,0.03861
0.31,1,1,0,0.03,0,0,-0.03,0,1.6867e-07,-0.0047471,0.15544,2.1452e-06,-0.031556,0.038636
0.32,1,1,0,0.03,0,0,-0.03,0,1.8646e-07,-0.0049551,0.15568,2.346e-06,-0.031651,0.038357
0.33,1,1,0,0.03,0,0,-0.03,0,2.0426e-07,-0.0051631,0.15593,2.5467e-06,-0.031746,0.038078
0.34,1,1,0,0.03,0,0,-0.03,0,2.2206e-07,-0.0053711,0.15618,2.7475e-06,-0.031842,0.037798
0.35,1,1,0,0.03,0,0,-0.03,0,2.3985e-07,-0.0055791,0.15643,2.9482e-06,-0.031937,0.037519
0.36,1,1,0,0.03,0,0,-0.03,0,2.5765e-07,-0.005787,0.15667,3.149e-06,-0.032032,0.037239
0.37,1,1,0,0.03,0,0,-0.03,0,2.7589e-07,-0.0059952,0.15692,3.355e-06,-0.032126,0.036948
0.38,1,1,0,0.03,0,0,-0.03,0,3.0424e-07,-0.0062066,0.15715,3.6782e-06,-0.0322,0.036388
0.39,1,1,0,0.03,0,0,-0.03,0,3.3259e-07,-0.0064181,0.15738,4.0014e-06,-0.032274,0.035828
0.4,1,1,0,0.03,0,0,-0.03,0,3.6094e-07,-0.0066295,0.15761,4.3246e-06,-0.032347,0.035268
0.41,1,1,0,0.03,0,0,-0.03,0,3.8929e-07,-0.0068409,0.15784,4.6479e-06,-0.032421,0.034708
0.42,1,1,0,0.03,0,0,-0.03,0,4.1763e-07,-0.0070524,0.15807,4.9711e-06,-0.032495,0.034147
0.43,1,1,0,0.03,0,0,-0.03,0,4.4598e-07,-0.0072638,0.1583,5.2943e-06,-0.032569,0.033587
0.44,1,1,0,0.03,0,0,-0.03,0,4.8931e-07,-0.0074778,0.15851,5.79e-06,-0.032636,0.03286
0.45,1,1,0,0.03,0,0,-0.03,0,5.3461e-07,-0.0076921,0.15871,6.3084e-06,-0.032703,0.03211
0.46,1,1,0,0.03,0,0,-0.03,0,5.7991e-07,-0.0079064,0.15892,6.8268e-06,-0.03277,0.031361
0.47,1,1,0,0.03,0,0,-0.03,0,6.2521e-07,-0.0081207,0.15912,7.3453e-06,-0.032836,0.030611
0.48,1,1,0,0.03,0,0,-0.03,0,6.7051e-07,-0.008335,0.15933,7.8637e-06,-0.032903,0.029861
0.49,1,1,0,0.03,0,0,-0.03,0,7.1581e-07,-0.0085493,0.15953,8.3821e-06,-0.032969,0.029112
0.5,1,1,0,0.03,0,0,-0.03,0,7.8077e-07,-0.0087655,0.15971,9.1257e-06,-0.033034,0.028286
0.51,1,1,0,0.03,0,0,-0.03,0,8.5322e-07,-0.0089825,0.15988,9.9551e-06,-0.033098,0.02743
0.52,1,1,0,0.03,0,0,-0.03,0,9.2568e-07,-0.0091995,0.16005,1.0785e-05,-0.033163,0.026575
0.53,1,1,0,0.03,0,0,-0.03,0,9.9813e-07,-0.0094165,0.16023,1.1614e-05,-0.033227,0.025719
0.54,1,1,0,0.03,0,0,-0.03,0,1.0706e-06,-0.0096334,0.1604,1.2443e-05,-0.033291,0.024864
0.55,1,1,0,0.03,0,0,-0.03,0,1.143e-06,-0.0098504,0.16057,1.3273e-05,-0.033355,0.024009
0.56,1,1,0,0.03,0,0,-0.03,0,1.24e-06,-0.010069,0.16072,1.4382e-05,-0.033419,0.023139
0.57,1,1,0,0.03,0,0,-0.03,0,1.3558e-06,-0.010288,0.16086,1.5707e-05,-0.033483,0.02226
0.58,1,1,0,0.03,0,0,-0.03,0,1.4717e-06,-0.010508,0.16099,1.7033e-05,-0.033547,0.02138
0.59,1,1,0,0.03,0,0,-0.03,0,1.5876e-06,-0.010728,0.16113,1.8358e-05,-0.03361,0.020501
0.6,1,1,0,0.03,0,0,-0.03,0,1.7034e-06,-0.010947,0.16127,1.9683e-05,-0.033674,0.019621
0.61,1,1,0,0.03,0,0,-0.03,0,1.8193e-06,-0.011167,0.1614,2.1008e-05,-0.033738,0.018742
0.62,1,1,0,0.03,0,0,-0.03,0,1.9632e-06,-0.011387,0.16153,2.2654e-05,-0.033803,0.017887
0.63,1,1,0,0.03,0,0,-0.03,0,2.1484e-06,-0.01161,0.16163,2.477e-05,-0.033868,0.017068
0.64,1,1,0,0.03,0,0,-0.03,0,2.3336e-06,-0.011832,0.16173,2.6887e-05,-0.033934,0.01625
0.65,1,1,0,0.03,0,0,-0.03,0,2.5188e-06,-0.012054,0.16184,2.9003e-05,-0.034,0.015431
0.66,1,1,0,0.03,0,0,-0.03,0,2.704e-06,-0.012276,0.16194,3.112e-05,-0.034066,0.014613
0.67,1,1,0,0.03,0,0,-0.03,0,2.8892e-06,-0.012498,0.16204,3.3236e-05,-0.034132,0.013795
0.68,1,1,0,0.03,0,0,-0.03,0,3.1016e-06,-0.012721,0.16214,3.5663e-05,-0.034199,0.013014
0.69,1,1,0,0.03,0,0,-0.03,0,3.3975e-06,-0.012946,0.16221,3.9043e-05,-0.034271,0.012351
0.7,1,1,0,0.03,0,0,-0.03,0,3.6934e-06,-0.013171,0.16228,4.2423e-05,-0.034344,0.011688
0.71,1,1,0,0.03,0,0,-0.03,0,3.9894e-06,-0.013396,0.16235,4.5804e-05,-0.034416,0.011025
0.72,1,1,0,0.03,0,0,-0.03,0,4.2853e-06,-0.013621,0.16243,4.9184e-05,-0.034488,0.010362
0.73,1,1,0,0.03,0,0,-0.03,0,4.5813e-06,-0.013846,0.1625,5.2564e-05,-0.03456,0.0096993
0.74,1,1,0,0.03,0,0,-0.03,0,4.8923e-06,-0.014071,0.16257,5.6118e-05,-0.034633,0.0090589
0.75,1,1,0,0.03,0,0,-0.03,0,5.3652e-06,-0.0143,0.16262,6.1519e-05,-0.034718,0.0086597
0.76,1,1,0,0.03,0,0,-0.03,0,5.838e-06,-0.014528,0.16267,6.692e-05,-0.034803,0.0082605
0.77,1,1,0,0.03,0,0,-0.03,0,6.3109e-06,-0.014756,0.16273,7.2322e-05,-0.034888,0.0078614
0.78,1,1,0,0.03,0,0,-0.03,0,6.7837e-06,-0.014984,0.16278,7.7723e-05,-0.034974,0.0074622
0.79,1,1,0,0.03,0,0,-0.03,0,7.2566e-06,-0.015212,0.16283,8.3124e-05,-0.035059,0.007063
0.8,1,1,0,0.03,0,0,-0.03,0,7.7294e-06,-0.01544,0.16288,8.8525e-05,-0.035144,0.0066639
0.81,1,1,0,0.03,0,0,-0.03,0,8.4641e-06,-0.015672,0.16292,9.6921e-05,-0.035249,0.0066245
0.82,1,1,0,0.03,0,0,-0.03,0,9.2196e-06,-0.015904,0.16297,0.00010556,-0.035356,0.0066138
0.83,1,1,0,0.03,0,0,-0.03,0,9.9752e-06,-0.016136,0.16301,0.00011419,-0.035462,0.0066031
0.84,1,1,0,0.03,0,0,-0.03,0,1.0731e-05,-0.016368,0.16305,0.00012282,-0.035569,0.0065924
0.85,1,1,0,0.03,0,0,-0.03,0,1.1486e-05,-0.0166,0.1631,0.00013146,-0.035676,0.0065818
0.86,1,1,0,0.03,0,0,-0.03,0,1.2242e-05,-0.016832,0.16314,0.00014009,-0.035783,0.0065711
0.87,1,1,0,0.03,0,0,-0.03,0,1.3344e-05,-0.017068,0.16319,0.00015269,-0.035913,0.0069633
0.88,1,1,0,0.03,0,0,-0.03,0,1.4552e-05,-0.017305,0.16324,0.0001665,-0.03605,0.0074782
0.89,1,1,0,0.03,0,0,-0.03,0,1.5759e-05,-0.017542,0.1633,0.00018031,-0.036187,0.0079931
0.9,1,1,0,0.03,0,0,-0.03,0,1.6967e-05,-0.017779,0.16335,0.00019412,-0.036324,0.008508
0.91,1,1,0,0.03,0,0,-0.03,0,1.8175e-05,-0.018016,0.1634,0.00020793,-0.036462,0.0090229
0.92,1,1,0,0.03,0,0,-0.03,0,1.9382e-05,-0.018253,0.16346,0.00022173,-0.036599,0.0095378
0.93,1,1,0,0.03,0,0,-0.03,0,2.1028e-05,-0.018493,0.16353,0.00024056,-0.036757,0.010451
0.94,1,1,0,0.03,0,0,-0.03,0,2.2959e-05,-0.018737,0.16362,0.00026263,-0.036929,0.011622
0.95,1,1,0,0.03,0,0,-0.03,0,2.4889e-05,-0.01898,0.16371,0.00028471,-0.0371,0.012793
0.96,1,1,0,0.03,0,0,-0.03,0,2.6819e-05,-0.019223,0.16379,0.00030678,-0.037272,0.013963
0.97,1,1,0,0.03,0,0,-0.03,0,2.875e-05,-0.019466,0.16388,0.00032885,-0.037444,0.015134
0.98,1,1,0,0.03,0,0,-0.03,0,3.068e-05,-0.019709,0.16397,0.00035092,-0.037616,0.016305
0.99,1,1,0,0.03,0,0,-0.03,0,3.3127e-05,-0.019956,0.16408,0.00037888,-0.037797,0.017801
1,1,1,0,0.03,0,0,-0.03,0,3.6211e-05,-0.020206,0.16423,0.00041411,-0.037991,0.019699
1.01,1,1,0,0.03,0,0,-0.03,0,3.9296e-05,-0.020457,0.16438,0.00044933,-0.038184,0.021597
1.02,1,1,0,0.03,0,0,-0.03,0,4.238e-05,-0.020707,0.16453,0.00048456,-0.038378,0.023495
1.03,1,1,0,0.03,0,0,-0.03,0,4.5465e-05,-0.020958,0.16468,0.00051978,-0.038571,0.025393
1.04,1,1,0,0.03,0,0,-0.03,0,4.8549e-05,-0.021208,0.16483,0.00055501,-0.038765,0.027291
1.05,1,1,0,0.03,0,0,-0.03,0,5.2162e-05,-0.021461,0.165,0.00059621,-0.038949,0.029365
1.06,1,1,0,0.03,0,0,-0.03,0,5.7084e-05,-0.021718,0.16524,0.00065218,-0.039109,0.031876
1.07,1,1,0,0.03,0,0,-0.03,0,6.2006e-05,-0.021976,0.16548,0.00070816,-0.03927,0.034387
1.08,1,1,0,0.03,0,0,-0.03,0,6.6928e-05,-0.022234,0.16572,0.00076414,-0.03943,0.036899
1.09,1,1,0,0.03,0,0,-0.03,0,7.1849e-05,-0.022491,0.16595,0.00082011,-0.03959,0.03941
1.1,1,1,0,0.03,0,0,-0.03,0,7.6771e-05,-0.022749,0.16619,0.00087609,-0.03975,0.041921
1.11,1,1,0,0.03,0,0,-0.03,0,8.2066e-05,-0.023007,0.16644,0.0009362,-0.039887,0.044438
1.12,1,1,0,0.03,0,0,-0.03,0,8.9893e-05,-0.023267,0.16678,0.0010244,-0.039862,0.046992
1.13,1,1,0,0.03,0,0,-0.03,0,9.772e-05,-0.023528,0.16712,0.0011125,-0.039837,0.049546
1.14,1,1,0,0.03,0,0,-0.03,0,0.00010555,-0.023788,0.16746,0.0012007,-0.039812,0.0521
1.15,1,1,0,0.03,0,0,-0.03,0,0.00011337,-0.024048,0.1678,0.0012889,-0.039787,0.054654
1.16,1,1,0,0.03,0,0,-0.03,0,0.0001212,-0.024309,0.16814,0.0013771,-0.039762,0.057208
1.17,1,1,0,0.03,0,0,-0.03,0,0.00012903,-0.024569,0.16848,0.0014652,-0.039738,0.059762
1.18,1,1,0,0.03,0,0,-0.03,0,0.00014125,-0.024818,0.16889,0.0016003,-0.039188,0.060821
1.19,1,1,0,0.03,0,0,-0.03,0,0.00015361,-0.025067,0.16931,0.0017368,-0.038621,0.061832
1.2,1,1,0,0.03,0,0,-0.03,0,0.00016597,-0.025315,0.16972,0.0018734,-0.038054,0.062843
1.21,1,1,0,0.03,0,0,-0.03,0,0.00017833,-0.025564,0.17013,0.0020099,-0.037487,0.063854
1.22,1,1,0,0.03,0,0,-0.03,0,0.00019069,-0.025813,0.17054,0.0021465,-0.036921,0.064864
1.23,1,1,0,0.03,0,0,-0.03,0,0.00020305,-0.026061,0.17095,0.0022831,-0.036354,0.065875
1.24,0,1,0.05,0.03,0,0,-0.03,0,0.00021906,-0.026285,0.17136,0.0024575,-0.034013,0.062243
1.25,0,1,0.05,0.03,0,0,-0.03,0,0.00023593,-0.026503,0.17176,0.0026409,-0.031254,0.057517
1.26,0,1,0.05,0.03,0,0,-0.03,0,0.00025385,-0.026708,0.17213,0.0028361,-0.028606,0.053238
1.27,0,1,0.05,0.03,0,0,-0.03,0,0.00027409,-0.026883,0.17247,0.0030577,-0.026206,0.049959
1.28,0,1,0.05,0.03,0,0,-0.03,0,0.00029432,-0.027058,0.1728,0.0032793,-0.023805,0.04668
1.29,0,1,0.05,0.03,0,0,-0.03,0,0.00031785,-0.027203,0.1731,0.0035377,-0.02164,0.044157
1.3,0,1,0.05,0.03,0,0,-0.03,0,0.00034215,-0.027341,0.17338,0.0038048,-0.019529,0.041812
1.31,0,1,0.05,0.03,0,0,-0.03,0,0.00036796,-0.027468,0.17366,0.0040886,-0.017489,0.03964
1.32,0,1,0.05,0.03,0,0,-0.03,0,0.00039714,-0.027573,0.17391,0.0044098,-0.015605,0.037856
1.33,0,1,0.05,0.03,0,0,-0.03,0,0.00042633,-0.027677,0.17416,0.0047309,-0.013721,0.036072
1.34,0,1,0.05,0.03,0,0,-0.03,0,0.00046027,-0.027757,0.17439,0.0051043,-0.011973,0.034526
1.35,0,1,0.05,0.03,0,0,-0.03,0,0.00049533,-0.027832,0.17462,0.00549,-0.010258,0.033036
1.36,0,1,0.05,0.03,0,0,-0.03,0,0.00053257,-0.027898,0.17484,0.0058994,-0.0085773,0.031579
1.37,0,1,0.05,0.03,0,0,-0.03,0,0.00057468,-0.027945,0.17504,0.0063621,-0.0069755,0.030197
1.38,0,1,0.05,0.03,0,0,-0.03,0,0.00061679,-0.027992,0.17524,0.0068247,-0.0053736,0.028816
1.39,0,1,0.05,0.03,0,0,-0.03,0,0.00066574,-0.028018,0.17542,0.0073618,-0.0038221,0.02742
1.4,0,1,0.05,0.03,0,0,-0.03,0,0.0007163,-0.028039,0.1756,0.0079164,-0.0022825,0.026021
1.41,0,1,0.05,0.03,0,0,-0.03,0,0.00077,-0.028052,0.17577,0.008505,-0.00074663,0.02459
1.42,0,1,0.05,0.03,0,0,-0.03,0,0.00083069,-0.028047,0.17593,0.0091696,0.00078074,0.023089
1.43,0,1,0.05,0.03,0,0,-0.03,0,0.00089138,-0.028042,0.17608,0.0098342,0.0023081,0.021588
1.44,0,1,0.05,0.03,0,0,-0.03,0,0.0009619,-0.028017,0.17621,0.010605,0.0038658,0.019958
1.45,0,1,0.05,0.03,0,0,-0.03,0,0.0010347,-0.027987,0.17634,0.011401,0.0054306,0.018297
1.46,0,1,0.05,0.03,0,0,-0.03,0,0.0011121,-0.027948,0.17646,0.012246,0.0070227,0.016573
1.47,0,1,0.05,0.03,0,0,-0.03,0,0.0011994,-0.027891,0.17656,0.0132,0.0086758,0.014707
1.48,0,1,0.05,0.03,0,0,-0.03,0,0.0012868,-0.027834,0.17666,0.014154,0.010329,0.012842
1.49,0,1,0.05,0.03,0,0,-0.03,0,0.0013883,-0.027754,0.17673,0.01526,0.012097,0.010775
1.5,0,1,0.05,0.03,0,0,-0.03,0,0.0014931,-0.027668,0.17679,0.016402,0.013892,0.0086602
1.51,0,1,0.05,0.03,0,0,-0.03,0,0.0016043,-0.027573,0.17685,0.017614,0.01575,0.0064512
1.52,0,1,0.05,0.03,0,0,-0.03,0,0.0017299,-0.027456,0.17687,0.018981,0.017745,0.0040314
1.53,0,1,0.05,0.03,0,0,-0.03,0,0.0018556,-0.027339,0.1769,0.020349,0.019741,0.0016116
1.54,0,1,0.05,0.03,0,0,-0.03,0,0.0020014,-0.027193,0.1769,0.021935,0.021951,-0.0011203
1.55,0,1,0.05,0.03,0,0,-0.03,0,0.002152,-0.02704,0.17688,0.023572,0.024211,-0.0039258
1.56,0,1,0.05,0.03,0,0,-0.03,0,0.0023119,-0.026875,0.17685,0.025309,0.026576,-0.0068873
1.57,0,1,0.05,0.03,0,0,-0.03,0,0.0024924,-0.026682,0.17678,0.027268,0.029174,-0.010197
1.58,0,1,0.05,0.03,0,0,-0.03,0,0.0026729,-0.026489,0.17671,0.029227,0.031771,-0.013507
1.59,0,1,0.05,0.03,0,0,-0.03,0,0.0028823,-0.026259,0.1766,0.031497,0.034708,-0.017365
1.6,0,1,0.05,0.03,0,0,-0.03,0,0.0030986,-0.026019,0.17647,0.03384,0.037724,-0.021351
1.61,0,1,0.05,0.03,0,0,-0.03,0,0.0033281,-0.025763,0.17632,0.036324,0.040899,-0.025623
1.62,0,1,0.05,0.03,0,0,-0.03,0,0.003587,-0.025469,0.17612,0.039122,0.044427,-0.030532
1.63,0,1,0.05,0.03,0,0,-0.03,0,0.003846,-0.025175,0.17592,0.041921,0.047956,-0.03544
1.64,0,1,0.05,0.03,0,0,-0.03,0,0.0041463,-0.024829,0.17564,0.045157,0.051984,-0.041369
1.65,0,1,0.05,0.03,0,0,-0.03,0,0.0044563,-0.024471,0.17535,0.048495,0.056131,-0.047537
1.66,0,1,0.05,0.03,0,0,-0.03,0,0.004785,-0.02409,0.17502,0.05203,0.060505,-0.054236
1.67,0,1,0.05,0.03,0,0,-0.03,0,0.0051558,-0.023658,0.17461,0.056003,0.065388,-0.062121
1.68,0,1,0.05,0.03,0,0,-0.03,0,0.0055266,-0.023225,0.1742,0.059976,0.070271,-0.070005
1.69,0,1,0.05,0.03,0,0,-0.03,0,0.0059557,-0.022721,0.17367,0.064549,0.075857,-0.079766
1.7,0,1,0.05,0.03,0,0,-0.03,0,0.0063987,-0.022199,0.17311,0.069264,0.081608,-0.089968
1.71,0,1,0.05,0.03,0,0,-0.03,0,0.0068681,-0.021646,0.17249,0.074244,0.087672,-0.10113
1.72,0,1,0.05,0.03,0,0,-0.03,0,0.0073966,-0.021021,0.17173,0.079816,0.094433,-0.11443
1.73,0,1,0.05,0.03,0,0,-0.03,0,0.0079251,-0.020396,0.17098,0.085388,0.10119,-0.12773
1.74,1,1,0.05,0.03,0,0,-0.03,0,0.0085153,-0.019695,0.1701,0.08938,0.10605,-0.13458
1.75,1,1,0.05,0.03,0,0,-0.03,0,0.00912,-0.018978,0.16919,0.093,0.11046,-0.13991
1.76,1,1,0.05,0.03,0,0,-0.03,0,0.0097398,-0.018241,0.16826,0.096193,0.11435,-0.14353
1.77,1,1,0.05,0.03,0,0,-0.03,0,0.010393,-0.017464,0.16731,0.098433,0.11709,-0.14329
1.78,1,1,0.05,0.03,0,0,-0.03,0,0.011046,-0.016687,0.16636,0.10067,0.11984,-0.14306
1.79,1,1,0.05,0.03,0,0,-0.03,0,0.011724,-0.015881,0.16543,0.10218,0.12168,-0.14
1.8,1,1,0.05,0.03,0,0,-0.03,0,0.012407,-0.015067,0.16451,0.10351,0.12332,-0.13628
1.81,1,1,0.05,0.03,0,0,-0.03,0,0.013095,-0.014247,0.16362,0.10466,0.12474,-0.13191
1.82,1,1,0.05,0.03,0,0,-0.03,0,0.013795,-0.013413,0.16278,0.10539,0.12565,-0.12613
1.83,1,1,0.05,0.03,0,0,-0.03,0,0.014495,-0.012578,0.16194,0.10612,0.12656,-0.12034
1.84,1,1,0.05,0.03,0,0,-0.03,0,0.015202,-0.011734,0.16118,0.10656,0.1271,-0.11366
1.85,1,1,0.05,0.03,0,0,-0.03,0,0.015911,-0.010889,0.16045,0.10692,0.12755,-0.10677
1.86,1,1,0.05,0.03,0,0,-0.03,0,0.016622,-0.010041,0.15975,0.10721,0.12791,-0.099734
1.87,1,1,0.05,0.03,0,0,-0.03,0,0.017335,-0.0091902,0.15913,0.10734,0.12808,-0.092352
1.88,1,1,0.05,0.03,0,0,-0.03,0,0.018048,-0.0083393,0.15852,0.10748,0.12825,-0.084971
1.89,1,1,0.05,0.03,0,0,-0.03,0,0.018762,-0.0074871,0.158,0.10752,0.1283,-0.077477
1.9,1,1,0.05,0.03,0,0,-0.03,0,0.019476,-0.0066347,0.15751,0.10754,0.12831,-0.069957
1.91,1,1,0.05,0.03,0,0,-0.03,0,0.020191,-0.0057823,0.15705,0.10754,0.1283,-0.06245
1.92,1,1,0.05,0.03,0,0,-0.03,0,0.020905,-0.0049303,0.15669,0.1075,0.12824,-0.054972
1.93,1,1,0.05,0.03,0,0,-0.03,0,0.021619,-0.0040782,0.15632,0.10746,0.12818,-0.047495
1.94,1,1,0.05,0.03,0,0,-0.03,0,0.022333,-0.0032272,0.15605,0.10741,0.1281,-0.040104
1.95,1,1,0.05,0.03,0,0,-0.03,0,0.023046,-0.0023764,0.1558,0.10736,0.12801,-0.032733
1.96,1,1,0.05,0.03,0,0,-0.03,0,0.02376,-0.0015261,0.1556,0.10732,0.12792,-0.025393
1.97,1,1,0.05,0.03,0,0,-0.03,0,0.024472,-0.00067676,0.15547,0.10728,0.12783,-0.018121
1.98,1,1,0.05,0.03,0,0,-0.03,0,0.025185,0.00017254,0.15535,0.10724,0.12774,-0.010849
1.99,1,1,0.05,0.03,0,0,-0.03,0,0.025897,0.0010206,0.15532,0.10721,0.12765,-0.0036214
2,1,1,0.05,0.03,0,0,-0.03,0,0.02661,0.0018684,0.15532,0.10718,0.12756,0.0035962
2.01,1,1,0.05,0.03,0,0,-0.03,0,0.027322,0.0027158,0.15536,0.10716,0.12747,0.010812
2.02,1,1,0.05,0.03,0,0,-0.03,0,0.028033,0.0035621,0.15547,0.10715,0.12738,0.018025
2.03,1,1,0.05,0.03,0,0,-0.03,0,0.028745,0.0044083,0.15559,0.10713,0.12728,0.025238
2.04,1,1,0.05,0.03,0,0,-0.03,0,0.029457,0.0052531,0.1558,0.1071,0.12716,0.032468
2.05,1,1,0.05,0.03,0,0,-0.03,0,0.030168,0.0060975,0.15604,0.10708,0.12703,0.039701
2.06,1,1,0.05,0.03,0,0,-0.03,0,0.03088,0.0069411,0.15631,0.10703,0.12687,0.04693
2.07,1,1,0.05,0.03,0,0,-0.03,0,0.03159,0.0077826,0.15667,0.10695,0.12665,0.05415
2.08,1,1,0.05,0.03,0,0,-0.03,0,0.032301,0.0086241,0.15703,0.10687,0.12643,0.061369
2.09,1,1,0.05,0.03,0,0,-0.03,0,0.03301,0.0094616,0.15748,0.10669,0.12608,0.068472
2.1,1,1,0.05,0.03,0,0,-0.03,0,0.033718,0.010298,0.15796,0.1065,0.12569,0.075546
2.11,1,1,0.05,0.03,0,0,-0.03,0,0.034425,0.011132,0.15847,0.10623,0.12521,0.082489
2.12,1,1,0.05,0.03,0,0,-0.03,0,0.035128,0.01196,0.15906,0.10582,0.12454,0.089138
2.13,1,1,0.05,0.03,0,0,-0.03,0,0.035831,0.012787,0.15965,0.10541,0.12386,0.095787
2.14,1,1,0.05,0.03,0,0,-0.03,0,0.036527,0.013603,0.16032,0.10471,0.12281,0.10169
2.15,1,1,0.05,0.03,0,0,-0.03,0,0.03722,0.014415,0.16101,0.10395,0.12166,0.10742
2.16,1,1,0.05,0.03,0,0,-0.03,0,0.037908,0.01522,0.16173,0.10301,0.1203,0.11261
2.17,1,1,0.05,0.03,0,0,-0.03,0,0.038584,0.016008,0.1625,0.10168,0.11844,0.11662
2.18,1,1,0.05,0.03,0,0,-0.03,0,0.039261,0.016796,0.16328,0.10035,0.11658,0.12063
2.19,1,1,0.05,0.03,0,0,-0.03,0,0.039913,0.017552,0.16408,0.098331,0.11384,0.12226
2.2,1,1,0.05,0.03,0,0,-0.03,0,0.04056,0.0183,0.1649,0.096148,0.11091,0.12333
2.21,1,1,0.05,0.03,0,0,-0.03,0,0.041193,0.019028,0.16571,0.093577,0.10749,0.12296
2.22,1,1,0.05,0.03,0,0,-0.03,0,0.041794,0.019715,0.1665,0.090137,0.103,0.11934
2.23,1,1,0.05,0.03,0,0,-0.03,0,0.042394,0.020401,0.1673,0.086698,0.0985,0.11572
2.24,1,0,0.05,0.03,0,0,-0.03,0,0.042936,0.021012,0.168,0.081761,0.092166,0.1063
2.25,1,0,0.05,0.03,0,0,-0.03,0,0.043464,0.021605,0.16867,0.076471,0.085399,0.095511
2.26,1,0,0.05,0.03,0,0,-0.03,0,0.043967,0.022165,0.1693,0.071455,0.078931,0.085706
2.27,1,0,0.05,0.03,0,0,-0.03,0,0.044415,0.022654,0.16982,0.06705,0.073131,0.078091
