time, contact_status_left, contact_status_right, pc-x_left, pc-y_left, pc-z_left, pc-x_right, pc-y_right, pc-z_right, x-COM, y-COM, z-COM, h_x, h_y, h_z
8.32,1,0,0.35,0.03,0,0.3,-0.03,0,0.34593,0.024816,0.17214,0.044599,0.050135,0.054532
8.33,1,0,0.35,0.03,0,0.3,-0.03,0,0.34622,0.025151,0.1725,0.041341,0.04599,0.050887
8.34,1,0,0.35,0.03,0,0.3,-0.03,0,0.34648,0.025434,0.17282,0.038518,0.042327,0.048053
8.35,1,0,0.35,0.03,0,0.3,-0.03,0,0.34673,0.025705,0.17313,0.035798,0.038777,0.045412
8.36,1,0,0.35,0.03,0,0.3,-0.03,0,0.34696,0.025959,0.17343,0.033217,0.035377,0.04296
8.37,1,0,0.35,0.03,0,0.3,-0.03,0,0.34717,0.026175,0.1737,0.03095,0.032312,0.040934
8.38,1,0,0.35,0.03,0,0.3,-0.03,0,0.34738,0.026391,0.17398,0.028682,0.029247,0.038908
8.39,1,0,0.35,0.03,0,0.3,-0.03,0,0.34756,0.026568,0.17423,0.026722,0.026494,0.037152
8.4,1,0,0.35,0.03,0,0.3,-0.03,0,0.34773,0.026737,0.17447,0.024834,0.023815,0.035461
8.41,1,0,0.35,0.03,0,0.3,-0.03,0,0.34789,0.026892,0.1747,0.023044,0.021228,0.033812
8.42,1,0,0.35,0.03,0,0.3,-0.03,0,0.34803,0.027018,0.17492,0.021474,0.018846,0.032257
8.43,1,0,0.35,0.03,0,0.3,-0.03,0,0.34818,0.027144,0.17513,0.019904,0.016465,0.030702
8.44,1,0,0.35,0.03,0,0.3,-0.03,0,0.3483,0.02724,0.17533,0.018548,0.01426,0.029146
8.45,1,0,0.35,0.03,0,0.3,-0.03,0,0.34842,0.027329,0.17551,0.017242,0.012098,0.027589
8.46,1,0,0.35,0.03,0,0.3,-0.03,0,0.34853,0.027406,0.1757,0.016005,0.00998,0.026002
8.47,1,0,0.35,0.03,0,0.3,-0.03,0,0.34863,0.02746,0.17586,0.01492,0.0079634,0.024347
8.48,1,0,0.35,0.03,0,0.3,-0.03,0,0.34873,0.027514,0.17602,0.013834,0.0059467,0.022692
8.49,1,0,0.35,0.03,0,0.3,-0.03,0,0.34882,0.027541,0.17616,0.012898,0.0039939,0.020901
8.5,1,0,0.35,0.03,0,0.3,-0.03,0,0.3489,0.027562,0.17629,0.011996,0.002056,0.019078
8.51,1,0,0.35,0.03,0,0.3,-0.03,0,0.34898,0.027573,0.17642,0.011141,0.00012265,0.017185
8.52,1,0,0.35,0.03,0,0.3,-0.03,0,0.34905,0.027561,0.17652,0.010392,-0.0018008,0.015136
8.53,1,0,0.35,0.03,0,0.3,-0.03,0,0.34912,0.02755,0.17662,0.0096421,-0.0037242,0.013086
8.54,1,0,0.35,0.03,0,0.3,-0.03,0,0.34918,0.027513,0.17669,0.0089955,-0.0056874,0.010807
8.55,1,0,0.35,0.03,0,0.3,-0.03,0,0.34924,0.027469,0.17676,0.008373,-0.00766,0.0084726
8.56,1,0,0.35,0.03,0,0.3,-0.03,0,0.34929,0.027415,0.17681,0.0077833,-0.0096677,0.0060281
8.57,1,0,0.35,0.03,0,0.3,-0.03,0,0.34934,0.027338,0.17683,0.0072667,-0.011754,0.0033369
8.58,1,0,0.35,0.03,0,0.3,-0.03,0,0.34939,0.027261,0.17686,0.0067501,-0.01384,0.00064565
8.59,1,0,0.35,0.03,0,0.3,-0.03,0,0.34943,0.027154,0.17684,0.006305,-0.016073,-0.0024153
8.6,1,0,0.35,0.03,0,0.3,-0.03,0,0.34947,0.027041,0.17681,0.0058768,-0.01834,-0.0055632
8.61,1,0,0.35,0.03,0,0.3,-0.03,0,0.34951,0.026915,0.17677,0.0054714,-0.020686,-0.0088963
8.62,1,0,0.35,0.03,0,0.3,-0.03,0,0.34955,0.026761,0.17669,0.0051172,-0.023206,-0.012643
8.63,1,0,0.35,0.03,0,0.3,-0.03,0,0.34958,0.026608,0.17661,0.004763,-0.025727,-0.016389
8.64,1,0,0.35,0.03,0,0.3,-0.03,0,0.34961,0.026419,0.17647,0.0044591,-0.028516,-0.020781
8.65,1,0,0.35,0.03,0,0.3,-0.03,0,0.34964,0.026221,0.17632,0.0041671,-0.031369,-0.025326
8.66,1,0,0.35,0.03,0,0.3,-0.03,0,0.34967,0.026007,0.17614,0.0038913,-0.034352,-0.030204
8.67,1,0,0.35,0.03,0,0.3,-0.03,0,0.34969,0.025758,0.1759,0.0036518,-0.037624,-0.035825
8.68,1,0,0.35,0.03,0,0.3,-0.03,0,0.34972,0.025509,0.17567,0.0034123,-0.040896,-0.041447
8.69,1,0,0.35,0.03,0,0.3,-0.03,0,0.34974,0.025213,0.17535,0.003209,-0.044585,-0.048246
8.7,1,0,0.35,0.03,0,0.3,-0.03,0,0.34976,0.024906,0.175,0.0030141,-0.048373,-0.055322
8.71,1,0,0.35,0.03,0,0.3,-0.03,0,0.34978,0.024577,0.17462,0.002831,-0.052353,-0.063005
8.72,1,0,0.35,0.03,0,0.3,-0.03,0,0.3498,0.024201,0.17415,0.0026743,-0.056762,-0.072041
8.73,1,0,0.35,0.03,0,0.3,-0.03,0,0.34981,0.023826,0.17367,0.0025176,-0.061171,-0.081077
8.74,1,1,0.35,0.03,0,0.35,-0.03,0,0.34983,0.023402,0.17311,0.0023817,-0.064241,-0.085948
8.75,1,1,0.35,0.03,0,0.35,-0.03,0,0.34984,0.022967,0.17253,0.0022506,-0.066996,-0.089837
8.76,1,1,0.35,0.03,0,0.35,-0.03,0,0.34986,0.022521,0.17193,0.0021274,-0.06938,-0.092642
8.77,1,1,0.35,0.03,0,0.35,-0.03,0,0.34987,0.02205,0.17131,0.0020216,-0.070938,-0.093025
8.78,1,1,0.35,0.03,0,0.35,-0.03,0,0.34989,0.021579,0.1707,0.0019158,-0.072496,-0.093408
8.79,1,1,0.35,0.03,0,0.35,-0.03,0,0.3499,0.021093,0.17009,0.0018297,-0.073395,-0.092119
8.8,1,1,0.35,0.03,0,0.35,-0.03,0,0.34991,0.020603,0.16948,0.0017483,-0.07414,-0.090437
8.81,1,1,0.35,0.03,0,0.35,-0.03,0,0.34992,0.02011,0.16888,0.001674,-0.07471,-0.088429
8.82,1,1,0.35,0.03,0,0.35,-0.03,0,0.34993,0.019613,0.16831,0.0016156,-0.074891,-0.085697
8.83,1,1,0.35,0.03,0,0.35,-0.03,0,0.34994,0.019115,0.16774,0.0015573,-0.075073,-0.082964
8.84,1,1,0.35,0.03,0,0.35,-0.03,0,0.34995,0.018617,0.16721,0.0015168,-0.07494,-0.079941
8.85,1,1,0.35,0.03,0,0.35,-0.03,0,0.34996,0.01812,0.16669,0.0014805,-0.074734,-0.07685
8.86,1,1,0.35,0.03,0,0.35,-0.03,0,0.34997,0.017624,0.16618,0.0014507,-0.074444,-0.073788
8.87,1,1,0.35,0.03,0,0.35,-0.03,0,0.34998,0.017133,0.16571,0.0014356,-0.073968,-0.070791
8.88,1,1,0.35,0.03,0,0.35,-0.03,0,0.34999,0.016641,0.16524,0.0014206,-0.073492,-0.067793
8.89,1,1,0.35,0.03,0,0.35,-0.03,0,0.35,0.016157,0.1648,0.0014225,-0.072859,-0.065095
8.9,1,1,0.35,0.03,0,0.35,-0.03,0,0.35001,0.015675,0.16438,0.0014285,-0.072189,-0.062467
8.91,1,1,0.35,0.03,0,0.35,-0.03,0,0.35002,0.015196,0.16397,0.0014411,-0.071473,-0.059999
8.92,1,1,0.35,0.03,0,0.35,-0.03,0,0.35003,0.014726,0.16358,0.0014684,-0.070653,-0.057888
8.93,1,1,0.35,0.03,0,0.35,-0.03,0,0.35004,0.014256,0.1632,0.0014958,-0.069833,-0.055778
8.94,1,1,0.35,0.03,0,0.35,-0.03,0,0.35005,0.013798,0.16283,0.0015415,-0.068908,-0.05413
8.95,1,1,0.35,0.03,0,0.35,-0.03,0,0.35006,0.013343,0.16248,0.0015915,-0.067958,-0.052591
8.96,1,1,0.35,0.03,0,0.35,-0.03,0,0.35007,0.012893,0.16213,0.0016491,-0.066969,-0.051226
8.97,1,1,0.35,0.03,0,0.35,-0.03,0,0.35008,0.012455,0.1618,0.0017236,-0.065892,-0.050246
8.98,1,1,0.35,0.03,0,0.35,-0.03,0,0.35009,0.012017,0.16146,0.0017981,-0.064814,-0.049267
8.99,1,1,0.35,0.03,0,0.35,-0.03,0,0.35011,0.011594,0.16114,0.0018949,-0.063625,-0.048691
9,1,1,0.35,0.03,0,0.35,-0.03,0,0.35012,0.011175,0.16082,0.0019969,-0.062408,-0.04821
9.01,1,1,0.35,0.03,0,0.35,-0.03,0,0.35013,0.010762,0.16049,0.0021087,-0.061141,-0.047852
9.02,1,1,0.35,0.03,0,0.35,-0.03,0,0.35015,0.010364,0.16018,0.0022423,-0.059762,-0.04777
9.03,1,1,0.35,0.03,0,0.35,-0.03,0,0.35016,0.0099667,0.15986,0.0023759,-0.058383,-0.047687
9.04,1,1,0.35,0.03,0,0.35,-0.03,0,0.35018,0.0095889,0.15954,0.0025394,-0.056845,-0.047824
9.05,1,1,0.35,0.03,0,0.35,-0.03,0,0.3502,0.0092157,0.15922,0.0027099,-0.055269,-0.048013
9.06,1,1,0.35,0.03,0,0.35,-0.03,0,0.35022,0.0088513,0.1589,0.0028939,-0.053618,-0.048239
9.07,1,1,0.35,0.03,0,0.35,-0.03,0,0.35024,0.0085064,0.15858,0.0031084,-0.051801,-0.048547
9.08,1,1,0.35,0.03,0,0.35,-0.03,0,0.35026,0.0081614,0.15826,0.0033228,-0.049983,-0.048855
9.09,1,1,0.35,0.03,0,0.35,-0.03,0,0.35028,0.0078429,0.15793,0.00358,-0.047924,-0.049118
9.1,1,1,0.35,0.03,0,0.35,-0.03,0,0.35031,0.0075307,0.1576,0.0038472,-0.045809,-0.049371
9.11,1,1,0.35,0.03,0,0.35,-0.03,0,0.35033,0.0072302,0.15728,0.0041343,-0.043579,-0.049545
9.12,1,1,0.35,0.03,0,0.35,-0.03,0,0.35036,0.0069562,0.15695,0.0044658,-0.041095,-0.049546
9.13,1,1,0.35,0.03,0,0.35,-0.03,0,0.35039,0.0066821,0.15662,0.0047973,-0.038612,-0.049547
9.14,1,1,0.35,0.03,0,0.35,-0.03,0,0.35043,0.0064445,0.15629,0.0051924,-0.03576,-0.049165
9.15,1,1,0.35,0.03,0,0.35,-0.03,0,0.35046,0.0062155,0.15597,0.0056025,-0.032821,-0.048693
9.16,1,1,0.35,0.03,0,0.35,-0.03,0,0.3505,0.006003,0.15565,0.0060425,-0.029708,-0.047997
9.17,1,1,0.35,0.03,0,0.35,-0.03,0,0.35054,0.0058275,0.15533,0.0065494,-0.026207,-0.046802
9.18,1,1,0.35,0.03,0,0.35,-0.03,0,0.35059,0.005652,0.15502,0.0070563,-0.022706,-0.045606
9.19,1,1,0.35,0.03,0,0.35,-0.03,0,0.35064,0.0055282,0.15473,0.0076626,-0.018647,-0.043593
9.2,1,1,0.35,0.03,0,0.35,-0.03,0,0.35069,0.0054166,0.15445,0.0082923,-0.014457,-0.041387
9.21,1,1,0.35,0.03,0,0.35,-0.03,0,0.35075,0.0053287,0.15418,0.0089695,-0.01,-0.038751
9.22,1,1,0.35,0.03,0,0.35,-0.03,0,0.35081,0.0052938,0.15395,0.0097529,-0.0049473,-0.035156
9.23,1,1,0.35,0.03,0,0.35,-0.03,0,0.35087,0.005259,0.15371,0.010536,0.0001058,-0.03156
